Start Date,End Date,State,County,COVID-19 Deaths,Total Deaths
01/01/2020,06/26/2021,AK,Aleutians East Borough,,12
01/01/2020,06/26/2021,AK,Anchorage Municipality,204,3143
01/01/2020,06/26/2021,AK,Bethel Census Area,17,154
01/01/2020,06/26/2021,AK,Dillingham Census Area,,35
01/01/2020,06/26/2021,AK,Fairbanks North Star Borough,47,741
01/01/2020,06/26/2021,AK,Hoonah-Angoon Census Area,,15
01/01/2020,06/26/2021,AK,Juneau City and Borough,,235
01/01/2020,06/26/2021,AK,Kenai Peninsula Borough,14,501
01/01/2020,06/26/2021,AK,Ketchikan Gateway Borough,,120
01/01/2020,06/26/2021,AK,Kodiak Island Borough,,89
01/01/2020,06/26/2021,AK,Matanuska-Susitna Borough,47,873
01/01/2020,06/26/2021,AK,North Slope Borough,,50
01/01/2020,06/26/2021,AK,Sitka City and Borough,,73
01/01/2020,06/26/2021,AK,Valdez-Cordova Census Area,,50
01/01/2020,06/26/2021,AK,Wade Hampton Census Area,,53
01/01/2020,06/26/2021,AL,Autauga County,96,766
01/01/2020,06/26/2021,AL,Baldwin County,255,3452
01/01/2020,06/26/2021,AL,Barbour County,40,416
01/01/2020,06/26/2021,AL,Bibb County,30,286
01/01/2020,06/26/2021,AL,Blount County,50,760
01/01/2020,06/26/2021,AL,Bullock County,,155
01/01/2020,06/26/2021,AL,Butler County,32,348
01/01/2020,06/26/2021,AL,Calhoun County,303,2443
01/01/2020,06/26/2021,AL,Chambers County,39,552
01/01/2020,06/26/2021,AL,Cherokee County,16,428
01/01/2020,06/26/2021,AL,Chilton County,32,588
01/01/2020,06/26/2021,AL,Choctaw County,16,181
01/01/2020,06/26/2021,AL,Clarke County,17,430
01/01/2020,06/26/2021,AL,Clay County,36,294
01/01/2020,06/26/2021,AL,Cleburne County,15,220
01/01/2020,06/26/2021,AL,Coffee County,84,819
01/01/2020,06/26/2021,AL,Colbert County,175,1104
01/01/2020,06/26/2021,AL,Conecuh County,11,195
01/01/2020,06/26/2021,AL,Coosa County,,124
01/01/2020,06/26/2021,AL,Covington County,110,851
01/01/2020,06/26/2021,AL,Crenshaw County,31,280
01/01/2020,06/26/2021,AL,Cullman County,216,1743
01/01/2020,06/26/2021,AL,Dale County,78,695
01/01/2020,06/26/2021,AL,Dallas County,117,796
01/01/2020,06/26/2021,AL,DeKalb County,111,1135
01/01/2020,06/26/2021,AL,Elmore County,58,1036
01/01/2020,06/26/2021,AL,Escambia County,59,628
01/01/2020,06/26/2021,AL,Etowah County,388,2631
01/01/2020,06/26/2021,AL,Fayette County,26,247
01/01/2020,06/26/2021,AL,Franklin County,30,482
01/01/2020,06/26/2021,AL,Geneva County,38,508
01/01/2020,06/26/2021,AL,Greene County,,112
01/01/2020,06/26/2021,AL,Hale County,20,239
01/01/2020,06/26/2021,AL,Henry County,,225
01/01/2020,06/26/2021,AL,Houston County,575,3245
01/01/2020,06/26/2021,AL,Jackson County,68,1003
01/01/2020,06/26/2021,AL,Jefferson County,2231,16882
01/01/2020,06/26/2021,AL,Lamar County,12,175
01/01/2020,06/26/2021,AL,Lauderdale County,273,2301
01/01/2020,06/26/2021,AL,Lawrence County,27,502
01/01/2020,06/26/2021,AL,Lee County,312,2017
01/01/2020,06/26/2021,AL,Limestone County,122,1312
01/01/2020,06/26/2021,AL,Lowndes County,,129
01/01/2020,06/26/2021,AL,Macon County,11,252
01/01/2020,06/26/2021,AL,Madison County,692,6791
01/01/2020,06/26/2021,AL,Marengo County,53,411
01/01/2020,06/26/2021,AL,Marion County,75,631
01/01/2020,06/26/2021,AL,Marshall County,205,1952
01/01/2020,06/26/2021,AL,Mobile County,974,8687
01/01/2020,06/26/2021,AL,Monroe County,22,363
01/01/2020,06/26/2021,AL,Montgomery County,909,5303
01/01/2020,06/26/2021,AL,Morgan County,248,2224
01/01/2020,06/26/2021,AL,Perry County,,123
01/01/2020,06/26/2021,AL,Pickens County,14,254
01/01/2020,06/26/2021,AL,Pike County,68,489
01/01/2020,06/26/2021,AL,Randolph County,15,345
01/01/2020,06/26/2021,AL,Russell County,53,632
01/01/2020,06/26/2021,AL,St. Clair County,108,1274
01/01/2020,06/26/2021,AL,Shelby County,181,2214
01/01/2020,06/26/2021,AL,Sumter County,,168
01/01/2020,06/26/2021,AL,Talladega County,122,1387
01/01/2020,06/26/2021,AL,Tallapoosa County,110,868
01/01/2020,06/26/2021,AL,Tuscaloosa County,610,3880
01/01/2020,06/26/2021,AL,Walker County,200,1631
01/01/2020,06/26/2021,AL,Washington County,11,201
01/01/2020,06/26/2021,AL,Wilcox County,,138
01/01/2020,06/26/2021,AL,Winston County,34,437
01/01/2020,06/26/2021,AR,Arkansas County,11,326
01/01/2020,06/26/2021,AR,Ashley County,11,293
01/01/2020,06/26/2021,AR,Baxter County,149,1426
01/01/2020,06/26/2021,AR,Benton County,462,3187
01/01/2020,06/26/2021,AR,Boone County,76,701
01/01/2020,06/26/2021,AR,Bradley County,18,152
01/01/2020,06/26/2021,AR,Carroll County,17,340
01/01/2020,06/26/2021,AR,Chicot County,23,169
01/01/2020,06/26/2021,AR,Clark County,25,338
01/01/2020,06/26/2021,AR,Clay County,30,283
01/01/2020,06/26/2021,AR,Cleburne County,35,446
01/01/2020,06/26/2021,AR,Cleveland County,,100
01/01/2020,06/26/2021,AR,Columbia County,52,403
01/01/2020,06/26/2021,AR,Conway County,10,295
01/01/2020,06/26/2021,AR,Craighead County,561,3565
01/01/2020,06/26/2021,AR,Crawford County,35,711
01/01/2020,06/26/2021,AR,Crittenden County,38,572
01/01/2020,06/26/2021,AR,Cross County,17,266
01/01/2020,06/26/2021,AR,Dallas County,14,145
01/01/2020,06/26/2021,AR,Desha County,,169
01/01/2020,06/26/2021,AR,Drew County,19,320
01/01/2020,06/26/2021,AR,Faulkner County,230,1814
01/01/2020,06/26/2021,AR,Franklin County,21,268
01/01/2020,06/26/2021,AR,Fulton County,33,266
01/01/2020,06/26/2021,AR,Garland County,372,2968
01/01/2020,06/26/2021,AR,Grant County,11,204
01/01/2020,06/26/2021,AR,Greene County,54,614
01/01/2020,06/26/2021,AR,Hempstead County,19,273
01/01/2020,06/26/2021,AR,Hot Spring County,18,453
01/01/2020,06/26/2021,AR,Howard County,17,212
01/01/2020,06/26/2021,AR,Independence County,175,938
01/01/2020,06/26/2021,AR,Izard County,21,254
01/01/2020,06/26/2021,AR,Jackson County,14,267
01/01/2020,06/26/2021,AR,Jefferson County,184,1440
01/01/2020,06/26/2021,AR,Johnson County,22,332
01/01/2020,06/26/2021,AR,Lafayette County,,91
01/01/2020,06/26/2021,AR,Lawrence County,20,220
01/01/2020,06/26/2021,AR,Lee County,,135
01/01/2020,06/26/2021,AR,Lincoln County,14,140
01/01/2020,06/26/2021,AR,Little River County,32,221
01/01/2020,06/26/2021,AR,Logan County,20,348
01/01/2020,06/26/2021,AR,Lonoke County,38,704
01/01/2020,06/26/2021,AR,Madison County,,163
01/01/2020,06/26/2021,AR,Marion County,20,287
01/01/2020,06/26/2021,AR,Miller County,21,486
01/01/2020,06/26/2021,AR,Mississippi County,40,580
01/01/2020,06/26/2021,AR,Montgomery County,13,147
01/01/2020,06/26/2021,AR,Nevada County,12,114
01/01/2020,06/26/2021,AR,Newton County,13,126
01/01/2020,06/26/2021,AR,Ouachita County,50,448
01/01/2020,06/26/2021,AR,Perry County,,103
01/01/2020,06/26/2021,AR,Phillips County,22,290
01/01/2020,06/26/2021,AR,Pike County,,133
01/01/2020,06/26/2021,AR,Poinsett County,14,249
01/01/2020,06/26/2021,AR,Polk County,66,369
01/01/2020,06/26/2021,AR,Pope County,76,1045
01/01/2020,06/26/2021,AR,Prairie County,,131
01/01/2020,06/26/2021,AR,Pulaski County,1261,10767
01/01/2020,06/26/2021,AR,Randolph County,24,244
01/01/2020,06/26/2021,AR,St. Francis County,,268
01/01/2020,06/26/2021,AR,Saline County,136,1548
01/01/2020,06/26/2021,AR,Scott County,12,179
01/01/2020,06/26/2021,AR,Searcy County,11,138
01/01/2020,06/26/2021,AR,Sebastian County,516,3789
01/01/2020,06/26/2021,AR,Sevier County,,162
01/01/2020,06/26/2021,AR,Sharp County,16,304
01/01/2020,06/26/2021,AR,Stone County,16,239
01/01/2020,06/26/2021,AR,Union County,108,881
01/01/2020,06/26/2021,AR,Van Buren County,,263
01/01/2020,06/26/2021,AR,Washington County,464,3803
01/01/2020,06/26/2021,AR,White County,173,1578
01/01/2020,06/26/2021,AR,Woodruff County,,96
01/01/2020,06/26/2021,AR,Yell County,28,272
01/01/2020,06/26/2021,AZ,Apache County,113,868
01/01/2020,06/26/2021,AZ,Cochise County,129,1737
01/01/2020,06/26/2021,AZ,Coconino County,269,1922
01/01/2020,06/26/2021,AZ,Gila County,109,1116
01/01/2020,06/26/2021,AZ,Graham County,57,490
01/01/2020,06/26/2021,AZ,La Paz County,21,401
01/01/2020,06/26/2021,AZ,Maricopa County,10285,67905
01/01/2020,06/26/2021,AZ,Mohave County,629,5630
01/01/2020,06/26/2021,AZ,Navajo County,186,1706
01/01/2020,06/26/2021,AZ,Pima County,2720,19958
01/01/2020,06/26/2021,AZ,Pinal County,365,4281
01/01/2020,06/26/2021,AZ,Santa Cruz County,23,363
01/01/2020,06/26/2021,AZ,Yavapai County,434,5130
01/01/2020,06/26/2021,AZ,Yuma County,726,3404
01/01/2020,06/26/2021,CA,Alameda County,1434,17107
01/01/2020,06/26/2021,CA,Amador County,54,617
01/01/2020,06/26/2021,CA,Butte County,269,3590
01/01/2020,06/26/2021,CA,Calaveras County,19,577
01/01/2020,06/26/2021,CA,Colusa County,19,176
01/01/2020,06/26/2021,CA,Contra Costa County,782,12671
01/01/2020,06/26/2021,CA,Del Norte County,,444
01/01/2020,06/26/2021,CA,El Dorado County,117,2190
01/01/2020,06/26/2021,CA,Fresno County,1801,13662
01/01/2020,06/26/2021,CA,Glenn County,33,310
01/01/2020,06/26/2021,CA,Humboldt County,44,1972
01/01/2020,06/26/2021,CA,Imperial County,587,2168
01/01/2020,06/26/2021,CA,Inyo County,28,296
01/01/2020,06/26/2021,CA,Kern County,1388,10969
01/01/2020,06/26/2021,CA,Kings County,323,1625
01/01/2020,06/26/2021,CA,Lake County,54,965
01/01/2020,06/26/2021,CA,Lassen County,18,285
01/01/2020,06/26/2021,CA,Los Angeles County,22912,125444
01/01/2020,06/26/2021,CA,Madera County,215,1571
01/01/2020,06/26/2021,CA,Marin County,206,3195
01/01/2020,06/26/2021,CA,Mariposa County,,187
01/01/2020,06/26/2021,CA,Mendocino County,46,1327
01/01/2020,06/26/2021,CA,Merced County,308,2508
01/01/2020,06/26/2021,CA,Modoc County,,135
01/01/2020,06/26/2021,CA,Mono County,,59
01/01/2020,06/26/2021,CA,Monterey County,568,4545
01/01/2020,06/26/2021,CA,Napa County,92,1948
01/01/2020,06/26/2021,CA,Nevada County,89,1580
01/01/2020,06/26/2021,CA,Orange County,5872,37819
01/01/2020,06/26/2021,CA,Placer County,465,6342
01/01/2020,06/26/2021,CA,Plumas County,,249
01/01/2020,06/26/2021,CA,Riverside County,5203,31801
01/01/2020,06/26/2021,CA,Sacramento County,1722,20514
01/01/2020,06/26/2021,CA,San Benito County,53,486
01/01/2020,06/26/2021,CA,San Bernardino County,5640,29730
01/01/2020,06/26/2021,CA,San Diego County,4424,39236
01/01/2020,06/26/2021,CA,San Francisco County,507,9996
01/01/2020,06/26/2021,CA,San Joaquin County,1423,9900
01/01/2020,06/26/2021,CA,San Luis Obispo County,239,3587
01/01/2020,06/26/2021,CA,San Mateo County,604,7464
01/01/2020,06/26/2021,CA,Santa Barbara County,528,5377
01/01/2020,06/26/2021,CA,Santa Clara County,1831,18312
01/01/2020,06/26/2021,CA,Santa Cruz County,272,2803
01/01/2020,06/26/2021,CA,Shasta County,254,3981
01/01/2020,06/26/2021,CA,Siskiyou County,28,805
01/01/2020,06/26/2021,CA,Solano County,416,5559
01/01/2020,06/26/2021,CA,Sonoma County,390,6674
01/01/2020,06/26/2021,CA,Stanislaus County,1443,9140
01/01/2020,06/26/2021,CA,Sutter County,51,912
01/01/2020,06/26/2021,CA,Tehama County,64,890
01/01/2020,06/26/2021,CA,Trinity County,,154
01/01/2020,06/26/2021,CA,Tulare County,860,5472
01/01/2020,06/26/2021,CA,Tuolumne County,72,1040
01/01/2020,06/26/2021,CA,Ventura County,1095,9892
01/01/2020,06/26/2021,CA,Yolo County,174,1904
01/01/2020,06/26/2021,CA,Yuba County,126,1275
01/01/2020,06/26/2021,CO,Adams County,833,6312
01/01/2020,06/26/2021,CO,Alamosa County,34,240
01/01/2020,06/26/2021,CO,Arapahoe County,844,7315
01/01/2020,06/26/2021,CO,Archuleta County,,146
01/01/2020,06/26/2021,CO,Baca County,,96
01/01/2020,06/26/2021,CO,Bent County,13,85
01/01/2020,06/26/2021,CO,Boulder County,354,3802
01/01/2020,06/26/2021,CO,Broomfield County,52,496
01/01/2020,06/26/2021,CO,Chaffee County,20,251
01/01/2020,06/26/2021,CO,Cheyenne County,,31
01/01/2020,06/26/2021,CO,Clear Creek County,,74
01/01/2020,06/26/2021,CO,Conejos County,,113
01/01/2020,06/26/2021,CO,Crowley County,,62
01/01/2020,06/26/2021,CO,Custer County,,57
01/01/2020,06/26/2021,CO,Delta County,57,528
01/01/2020,06/26/2021,CO,Denver County,787,8275
01/01/2020,06/26/2021,CO,Douglas County,285,2794
01/01/2020,06/26/2021,CO,Eagle County,,179
01/01/2020,06/26/2021,CO,Elbert County,10,153
01/01/2020,06/26/2021,CO,El Paso County,998,8973
01/01/2020,06/26/2021,CO,Fremont County,36,747
01/01/2020,06/26/2021,CO,Garfield County,45,560
01/01/2020,06/26/2021,CO,Gilpin County,,49
01/01/2020,06/26/2021,CO,Grand County,,95
01/01/2020,06/26/2021,CO,Gunnison County,,130
01/01/2020,06/26/2021,CO,Huerfano County,15,176
01/01/2020,06/26/2021,CO,Jefferson County,833,8040
01/01/2020,06/26/2021,CO,Kit Carson County,,104
01/01/2020,06/26/2021,CO,Lake County,,46
01/01/2020,06/26/2021,CO,La Plata County,62,673
01/01/2020,06/26/2021,CO,Larimer County,315,4339
01/01/2020,06/26/2021,CO,Las Animas County,,213
01/01/2020,06/26/2021,CO,Lincoln County,,95
01/01/2020,06/26/2021,CO,Logan County,58,340
01/01/2020,06/26/2021,CO,Mesa County,289,3066
01/01/2020,06/26/2021,CO,Mineral County,,11
01/01/2020,06/26/2021,CO,Moffat County,22,178
01/01/2020,06/26/2021,CO,Montezuma County,,392
01/01/2020,06/26/2021,CO,Montrose County,69,682
01/01/2020,06/26/2021,CO,Morgan County,69,389
01/01/2020,06/26/2021,CO,Otero County,30,308
01/01/2020,06/26/2021,CO,Park County,,115
01/01/2020,06/26/2021,CO,Phillips County,,95
01/01/2020,06/26/2021,CO,Pitkin County,,83
01/01/2020,06/26/2021,CO,Prowers County,17,178
01/01/2020,06/26/2021,CO,Pueblo County,417,3510
01/01/2020,06/26/2021,CO,Rio Blanco County,,83
01/01/2020,06/26/2021,CO,Rio Grande County,,193
01/01/2020,06/26/2021,CO,Routt County,16,173
01/01/2020,06/26/2021,CO,Saguache County,,61
01/01/2020,06/26/2021,CO,Sedgwick County,,49
01/01/2020,06/26/2021,CO,Summit County,,112
01/01/2020,06/26/2021,CO,Teller County,11,219
01/01/2020,06/26/2021,CO,Washington County,,62
01/01/2020,06/26/2021,CO,Weld County,303,2779
01/01/2020,06/26/2021,CO,Yuma County,14,142
01/01/2020,06/26/2021,CT,Fairfield County,2268,11842
01/01/2020,06/26/2021,CT,Hartford County,2531,14796
01/01/2020,06/26/2021,CT,Litchfield County,226,2315
01/01/2020,06/26/2021,CT,Middlesex County,372,2306
01/01/2020,06/26/2021,CT,New Haven County,2218,14397
01/01/2020,06/26/2021,CT,New London County,430,3788
01/01/2020,06/26/2021,CT,Tolland County,99,1157
01/01/2020,06/26/2021,CT,Windham County,151,1465
01/01/2020,06/26/2021,DC,District of Columbia,1476,10764
01/01/2020,06/26/2021,DE,Kent County,332,2930
01/01/2020,06/26/2021,DE,New Castle County,883,8523
01/01/2020,06/26/2021,DE,Sussex County,502,4116
01/01/2020,06/26/2021,FL,Alachua County,673,5991
01/01/2020,06/26/2021,FL,Baker County,12,273
01/01/2020,06/26/2021,FL,Bay County,410,3426
01/01/2020,06/26/2021,FL,Bradford County,,275
01/01/2020,06/26/2021,FL,Brevard County,891,12305
01/01/2020,06/26/2021,FL,Broward County,3097,26496
01/01/2020,06/26/2021,FL,Calhoun County,16,267
01/01/2020,06/26/2021,FL,Charlotte County,395,4857
01/01/2020,06/26/2021,FL,Citrus County,364,4456
01/01/2020,06/26/2021,FL,Clay County,366,3774
01/01/2020,06/26/2021,FL,Collier County,597,6241
01/01/2020,06/26/2021,FL,Columbia County,166,1649
01/01/2020,06/26/2021,FL,DeSoto County,27,516
01/01/2020,06/26/2021,FL,Dixie County,,168
01/01/2020,06/26/2021,FL,Duval County,1673,17191
01/01/2020,06/26/2021,FL,Escambia County,883,8080
01/01/2020,06/26/2021,FL,Flagler County,120,2309
01/01/2020,06/26/2021,FL,Franklin County,,149
01/01/2020,06/26/2021,FL,Gadsden County,16,462
01/01/2020,06/26/2021,FL,Gilchrist County,,211
01/01/2020,06/26/2021,FL,Glades County,,112
01/01/2020,06/26/2021,FL,Gulf County,,223
01/01/2020,06/26/2021,FL,Hamilton County,,137
01/01/2020,06/26/2021,FL,Hardee County,,229
01/01/2020,06/26/2021,FL,Hendry County,27,347
01/01/2020,06/26/2021,FL,Hernando County,416,4791
01/01/2020,06/26/2021,FL,Highlands County,351,3019
01/01/2020,06/26/2021,FL,Hillsborough County,1842,20575
01/01/2020,06/26/2021,FL,Holmes County,19,390
01/01/2020,06/26/2021,FL,Indian River County,222,3575
01/01/2020,06/26/2021,FL,Jackson County,94,919
01/01/2020,06/26/2021,FL,Jefferson County,,170
01/01/2020,06/26/2021,FL,Lafayette County,,89
01/01/2020,06/26/2021,FL,Lake County,606,7017
01/01/2020,06/26/2021,FL,Lee County,969,12717
01/01/2020,06/26/2021,FL,Leon County,607,5137
01/01/2020,06/26/2021,FL,Levy County,20,653
01/01/2020,06/26/2021,FL,Liberty County,,61
01/01/2020,06/26/2021,FL,Madison County,11,259
01/01/2020,06/26/2021,FL,Manatee County,639,7350
01/01/2020,06/26/2021,FL,Marion County,901,8854
01/01/2020,06/26/2021,FL,Martin County,411,3434
01/01/2020,06/26/2021,FL,Miami-Dade County,5897,38193
01/01/2020,06/26/2021,FL,Monroe County,27,842
01/01/2020,06/26/2021,FL,Nassau County,44,1092
01/01/2020,06/26/2021,FL,Okaloosa County,322,3297
01/01/2020,06/26/2021,FL,Okeechobee County,68,702
01/01/2020,06/26/2021,FL,Orange County,1574,17143
01/01/2020,06/26/2021,FL,Osceola County,537,4440
01/01/2020,06/26/2021,FL,Palm Beach County,2911,26367
01/01/2020,06/26/2021,FL,Pasco County,726,10409
01/01/2020,06/26/2021,FL,Pinellas County,1604,20957
01/01/2020,06/26/2021,FL,Polk County,1190,12041
01/01/2020,06/26/2021,FL,Putnam County,96,1394
01/01/2020,06/26/2021,FL,St. Johns County,96,2760
01/01/2020,06/26/2021,FL,St. Lucie County,450,5695
01/01/2020,06/26/2021,FL,Santa Rosa County,130,1896
01/01/2020,06/26/2021,FL,Sarasota County,902,10012
01/01/2020,06/26/2021,FL,Seminole County,375,5590
01/01/2020,06/26/2021,FL,Sumter County,285,3794
01/01/2020,06/26/2021,FL,Suwannee County,26,554
01/01/2020,06/26/2021,FL,Taylor County,,278
01/01/2020,06/26/2021,FL,Union County,26,186
01/01/2020,06/26/2021,FL,Volusia County,807,12303
01/01/2020,06/26/2021,FL,Wakulla County,,333
01/01/2020,06/26/2021,FL,Walton County,96,1074
01/01/2020,06/26/2021,FL,Washington County,36,427
01/01/2020,06/26/2021,GA,Appling County,33,222
01/01/2020,06/26/2021,GA,Bacon County,48,231
01/01/2020,06/26/2021,GA,Baker County,,31
01/01/2020,06/26/2021,GA,Baldwin County,110,785
01/01/2020,06/26/2021,GA,Banks County,,142
01/01/2020,06/26/2021,GA,Barrow County,40,680
01/01/2020,06/26/2021,GA,Bartow County,160,1696
01/01/2020,06/26/2021,GA,Ben Hill County,60,334
01/01/2020,06/26/2021,GA,Berrien County,12,240
01/01/2020,06/26/2021,GA,Bibb County,655,4778
01/01/2020,06/26/2021,GA,Bleckley County,20,167
01/01/2020,06/26/2021,GA,Brantley County,,187
01/01/2020,06/26/2021,GA,Brooks County,15,288
01/01/2020,06/26/2021,GA,Bryan County,,272
01/01/2020,06/26/2021,GA,Bulloch County,125,1115
01/01/2020,06/26/2021,GA,Burke County,16,290
01/01/2020,06/26/2021,GA,Butts County,32,363
01/01/2020,06/26/2021,GA,Calhoun County,,55
01/01/2020,06/26/2021,GA,Camden County,23,426
01/01/2020,06/26/2021,GA,Candler County,45,240
01/01/2020,06/26/2021,GA,Carroll County,319,2213
01/01/2020,06/26/2021,GA,Catoosa County,47,890
01/01/2020,06/26/2021,GA,Charlton County,,132
01/01/2020,06/26/2021,GA,Chatham County,659,6032
01/01/2020,06/26/2021,GA,Chattahoochee County,,33
01/01/2020,06/26/2021,GA,Chattooga County,,298
01/01/2020,06/26/2021,GA,Cherokee County,209,2384
01/01/2020,06/26/2021,GA,Clarke County,446,2842
01/01/2020,06/26/2021,GA,Clay County,,42
01/01/2020,06/26/2021,GA,Clayton County,183,2212
01/01/2020,06/26/2021,GA,Clinch County,10,131
01/01/2020,06/26/2021,GA,Cobb County,1079,9339
01/01/2020,06/26/2021,GA,Coffee County,137,696
01/01/2020,06/26/2021,GA,Colquitt County,119,885
01/01/2020,06/26/2021,GA,Columbia County,37,1068
01/01/2020,06/26/2021,GA,Cook County,12,173
01/01/2020,06/26/2021,GA,Coweta County,206,1796
01/01/2020,06/26/2021,GA,Crawford County,,128
01/01/2020,06/26/2021,GA,Crisp County,101,567
01/01/2020,06/26/2021,GA,Dade County,,226
01/01/2020,06/26/2021,GA,Dawson County,,213
01/01/2020,06/26/2021,GA,Decatur County,40,434
01/01/2020,06/26/2021,GA,DeKalb County,752,8317
01/01/2020,06/26/2021,GA,Dodge County,97,383
01/01/2020,06/26/2021,GA,Dooly County,,131
01/01/2020,06/26/2021,GA,Dougherty County,413,2326
01/01/2020,06/26/2021,GA,Douglas County,129,1290
01/01/2020,06/26/2021,GA,Early County,18,205
01/01/2020,06/26/2021,GA,Effingham County,21,439
01/01/2020,06/26/2021,GA,Elbert County,22,348
01/01/2020,06/26/2021,GA,Emanuel County,59,392
01/01/2020,06/26/2021,GA,Evans County,14,149
01/01/2020,06/26/2021,GA,Fannin County,32,474
01/01/2020,06/26/2021,GA,Fayette County,266,1786
01/01/2020,06/26/2021,GA,Floyd County,423,2881
01/01/2020,06/26/2021,GA,Forsyth County,276,2653
01/01/2020,06/26/2021,GA,Franklin County,38,398
01/01/2020,06/26/2021,GA,Fulton County,1773,15288
01/01/2020,06/26/2021,GA,Gilmer County,30,389
01/01/2020,06/26/2021,GA,Glascock County,,50
01/01/2020,06/26/2021,GA,Glynn County,212,1834
01/01/2020,06/26/2021,GA,Gordon County,117,887
01/01/2020,06/26/2021,GA,Grady County,28,303
01/01/2020,06/26/2021,GA,Greene County,23,293
01/01/2020,06/26/2021,GA,Gwinnett County,848,7246
01/01/2020,06/26/2021,GA,Habersham County,69,603
01/01/2020,06/26/2021,GA,Hall County,815,4702
01/01/2020,06/26/2021,GA,Hancock County,13,121
01/01/2020,06/26/2021,GA,Haralson County,12,431
01/01/2020,06/26/2021,GA,Harris County,,209
01/01/2020,06/26/2021,GA,Hart County,13,319
01/01/2020,06/26/2021,GA,Heard County,,113
01/01/2020,06/26/2021,GA,Henry County,352,3184
01/01/2020,06/26/2021,GA,Houston County,240,2225
01/01/2020,06/26/2021,GA,Irwin County,15,158
01/01/2020,06/26/2021,GA,Jackson County,21,612
01/01/2020,06/26/2021,GA,Jasper County,19,175
01/01/2020,06/26/2021,GA,Jeff Davis County,27,234
01/01/2020,06/26/2021,GA,Jefferson County,24,285
01/01/2020,06/26/2021,GA,Jenkins County,16,141
01/01/2020,06/26/2021,GA,Johnson County,16,136
01/01/2020,06/26/2021,GA,Jones County,,272
01/01/2020,06/26/2021,GA,Lamar County,21,207
01/01/2020,06/26/2021,GA,Laurens County,191,1317
01/01/2020,06/26/2021,GA,Lee County,,220
01/01/2020,06/26/2021,GA,Liberty County,19,438
01/01/2020,06/26/2021,GA,Long County,,143
01/01/2020,06/26/2021,GA,Lowndes County,314,2009
01/01/2020,06/26/2021,GA,Lumpkin County,29,365
01/01/2020,06/26/2021,GA,McDuffie County,14,275
01/01/2020,06/26/2021,GA,McIntosh County,,157
01/01/2020,06/26/2021,GA,Macon County,,140
01/01/2020,06/26/2021,GA,Madison County,,276
01/01/2020,06/26/2021,GA,Marion County,,95
01/01/2020,06/26/2021,GA,Meriwether County,27,284
01/01/2020,06/26/2021,GA,Miller County,,242
01/01/2020,06/26/2021,GA,Mitchell County,20,299
01/01/2020,06/26/2021,GA,Monroe County,41,406
01/01/2020,06/26/2021,GA,Morgan County,,217
01/01/2020,06/26/2021,GA,Murray County,24,440
01/01/2020,06/26/2021,GA,Muscogee County,717,4795
01/01/2020,06/26/2021,GA,Newton County,143,1259
01/01/2020,06/26/2021,GA,Oconee County,45,580
01/01/2020,06/26/2021,GA,Oglethorpe County,,136
01/01/2020,06/26/2021,GA,Paulding County,153,1289
01/01/2020,06/26/2021,GA,Peach County,20,296
01/01/2020,06/26/2021,GA,Pickens County,89,650
01/01/2020,06/26/2021,GA,Pierce County,,209
01/01/2020,06/26/2021,GA,Pike County,,113
01/01/2020,06/26/2021,GA,Polk County,15,509
01/01/2020,06/26/2021,GA,Pulaski County,49,209
01/01/2020,06/26/2021,GA,Putnam County,24,310
01/01/2020,06/26/2021,GA,Quitman County,,28
01/01/2020,06/26/2021,GA,Rabun County,21,290
01/01/2020,06/26/2021,GA,Randolph County,,111
01/01/2020,06/26/2021,GA,Richmond County,1077,6491
01/01/2020,06/26/2021,GA,Rockdale County,179,1389
01/01/2020,06/26/2021,GA,Screven County,,171
01/01/2020,06/26/2021,GA,Seminole County,,137
01/01/2020,06/26/2021,GA,Spalding County,243,1941
01/01/2020,06/26/2021,GA,Stephens County,38,486
01/01/2020,06/26/2021,GA,Stewart County,,59
01/01/2020,06/26/2021,GA,Sumter County,84,591
01/01/2020,06/26/2021,GA,Talbot County,,56
01/01/2020,06/26/2021,GA,Tattnall County,26,282
01/01/2020,06/26/2021,GA,Taylor County,,110
01/01/2020,06/26/2021,GA,Telfair County,,191
01/01/2020,06/26/2021,GA,Terrell County,,108
01/01/2020,06/26/2021,GA,Thomas County,194,1211
01/01/2020,06/26/2021,GA,Tift County,222,1073
01/01/2020,06/26/2021,GA,Toombs County,138,858
01/01/2020,06/26/2021,GA,Towns County,18,247
01/01/2020,06/26/2021,GA,Treutlen County,11,81
01/01/2020,06/26/2021,GA,Troup County,242,1391
01/01/2020,06/26/2021,GA,Turner County,,100
01/01/2020,06/26/2021,GA,Twiggs County,11,142
01/01/2020,06/26/2021,GA,Union County,58,544
01/01/2020,06/26/2021,GA,Upson County,163,889
01/01/2020,06/26/2021,GA,Walker County,33,857
01/01/2020,06/26/2021,GA,Walton County,196,1455
01/01/2020,06/26/2021,GA,Ware County,186,1014
01/01/2020,06/26/2021,GA,Warren County,,85
01/01/2020,06/26/2021,GA,Washington County,53,316
01/01/2020,06/26/2021,GA,Wayne County,65,559
01/01/2020,06/26/2021,GA,Wheeler County,,58
01/01/2020,06/26/2021,GA,White County,17,343
01/01/2020,06/26/2021,GA,Whitfield County,239,1557
01/01/2020,06/26/2021,GA,Wilcox County,,113
